name,rating,reviews,service
Indus Towers,3.6,(3k),Telecom | Gurugram +245 other locations
CMS IT Services,3.1,(3k),IT Services & Consulting | Mumbai +153 other locations
Fujitsu,3.8,(3k),IT Services & Consulting | Pune +41 other locations
I Process Services,3.8,(3k),Recruitment | Mumbai +407 other locations
Eternal Limited,3.6,(3k),Internet | Gurugram +220 other locations
VVDN Technologies,3.6,(3k),IT Services & Consulting | Gurugram +51 other locations
ACC,3.9,(3k),Building Material | Mumbai +277 other locations
IKS Health,3.5,(3k),BPO | Mumbai +33 other locations
Yazaki,3.9,(3k),Auto Components | Pune +94 other locations
Nokia,4.0,(3k),Telecom | Bengaluru +165 other locations
Shoppers Stop,3.9,(3k),Retail | Mumbai +85 other locations
Shree Cement,3.8,(2.9k),Building Material | Beawar +269 other locations
Apollo Tyres,4.0,(2.9k),Auto Components | Chennai +182 other locations
Fiserv,2.8,(2.9k),FinTech | Pune +33 other locations
Britannia,3.9,(2.9k),Hospitality | Pune +307 other locations
Landmark Group,3.8,(2.8k),Retail | Bengaluru +175 other locations
Dalmia Bharat Cement,3.9,(2.8k),Building Material | Guwahati +255 other locations
Exl India,3.5,(2.8k),Logistics | New Delhi +45 other locations
Physicswallah,3.6,(2.8k),EdTech | Noida +146 other locations
SRF,4.1,(2.8k),Chemicals | Bharuch +68 other locations
Kansai Nerolac Paints,3.8,(2.8k),Chemicals | Mumbai +265 other locations
Blue Dart Express Ltd,3.9,(2.8k),Logistics | Mumbai +280 other locations
ZS,3.0,(2.8k),Management Consulting | Pune +17 other locations
Nestlé,3.8,(2.8k),FMCG | Gurugram +284 other locations
Exide Industries,3.4,(2.8k),Electrical Equipment | Kolkata +199 other locations
UnitedHealth,4.0,(2.8k),Healthcare | Hyderabad +18 other locations
Star Health & Allied Insurance,3.5,(2.8k),Insurance | Chennai +338 other locations
Foxconn,3.8,(2.8k),Electronics Manufacturing | Chennai +64 other locations
Shell,3.9,(2.8k),Oil & Gas | Bengaluru +91 other locations
KPMG Global Services,3.4,(2.7k),Management Consulting | Bengaluru +38 other locations
Micro Labs,3.6,(2.7k),Pharma | Bengaluru +156 other locations
TVS Supply Chain Solutions,3.8,(2.7k),Logistics | Chennai +156 other locations
Flex,3.9,(2.7k),Electronics Manufacturing | Chennai +46 other locations
ElasticRun,3.6,(2.7k),Logistics | Pune +390 other locations
KFintech,3.3,(2.7k),Financial Services | Hyderabad +114 other locations
Care Health Insurance,3.5,(2.7k),Insurance | Gurugram +258 other locations
Capita,3.5,(2.7k),BPO | Pune +32 other locations
Gallagher,3.6,(2.7k),Insurance | Bengaluru +30 other locations
G4S,4.0,(2.7k),Law Enforcement & Security | Gurugram +168 other locations
Ajanta Pharma,3.9,(2.7k),Pharma | Mumbai +118 other locations
Blue Star,4.0,(2.7k),Consumer Electronics & Appliances | Mumbai +150 other locations
Sonalika Tractors,3.5,(2.7k),Automobile | Hoshiarpur +197 other locations
Whitehat jr,3.3,(2.7k),EdTech | Mumbai +48 other locations
Movate,3.1,(2.7k),IT Services & Consulting | Chennai +38 other locations
Tata Advanced Systems,3.7,(2.7k),Defence & Aerospace | Bengaluru +58 other locations
Voltas,4.0,(2.7k),Consumer Electronics & Appliances | Mumbai +203 other locations
Photon Interactive,4.0,(2.7k),IT Services & Consulting | Chennai +19 other locations
Adani Power,3.7,(2.6k),Power | Mundra +131 other locations
DBS Bank,3.7,(2.6k),Banking | Hyderabad +181 other locations
NoBroker,3.0,(2.6k),Internet | Bengaluru +47 other locations
BlackBuck,3.7,(2.6k),Internet | Bengaluru +363 other locations
ACT Fibernet,3.8,(2.6k),Telecom | Hyderabad +58 other locations
Foundever,3.3,(2.6k),BPO | Hyderabad +21 other locations
IntouchCX,2.7,(2.6k),BPO | Hyderabad +22 other locations
Domino's Pizza,3.9,(2.6k),Hospitality | New Delhi +255 other locations
Himalaya Wellness,3.9,(2.6k),Pharma | Bengaluru +245 other locations
Laurus Labs,4.3,(2.6k),Pharma | Visakhapatnam +35 other locations
Fortis Healthcare,4.0,(2.6k),Healthcare | New Delhi +69 other locations
BT Group,3.8,(2.6k),Telecom | Gurugram +26 other locations
V-Mart,4.0,(2.6k),Retail | Gurugram +287 other locations
Sahrudaya Healthcare (Medicover Hospitals),4.4,(2.6k),Healthcare | Hyderabad +46 other locations
JCB,3.9,(2.6k),Industrial Machinery | Pune +111 other locations
Alldigi Tech,3.8,(2.6k),BPO | Chennai +36 other locations
Northern Trust Operating Services,3.6,(2.6k),Financial Services | Bengaluru +28 other locations
Sterlite Technologies,3.8,(2.5k),Hardware & Networking | Chhatrapati Sambhajinagar +100 other locations
Adani Group,3.8,(2.5k),Power | Ahmedabad +201 other locations
Tractors and Farm Equipment,3.9,(2.5k),Industrial Machinery | Chennai +192 other locations
Bajaj Electricals,3.9,(2.5k),Consumer Electronics & Appliances | Mumbai +235 other locations
CorroHealth Infotech,3.6,(2.5k),Analytics & KPO | Hyderabad +38 other locations
Sammaan Capital Limited,3.7,(2.5k),NBFC | Gurugram +199 other locations
Parle Agro,3.9,(2.5k),Beverage | Mumbai +259 other locations
GAO Tek,4.4,(2.5k),Electrical Equipment | New York +45 other locations
ICICI Securities,3.9,(2.5k),Financial Services | Mumbai +154 other locations
Emcure Pharmaceuticals,3.6,(2.5k),Pharma | Pune +121 other locations
Planet Spark,3.8,(2.5k),EdTech | Gurugram +59 other locations
Biocon Limited,4.0,(2.5k),Biotechnology | Bengaluru +66 other locations
TaskUs,3.0,(2.5k),BPO | Indore +38 other locations
Hero FinCorp,3.9,(2.5k),NBFC | New Delhi +395 other locations
Mahindra Holidays & Resorts,3.5,(2.5k),Hospitality | Mumbai +114 other locations
Cadila Pharmaceuticals,3.2,(2.5k),Pharma | Ahmedabad +139 other locations
Mahindra Rural Housing Finance,4.0,(2.5k),NBFC | Mumbai +475 other locations
Intellect Design Arena,3.5,(2.5k),Software Product | Chennai +40 other locations
Datamatics Global Services,3.4,(2.5k),IT Services & Consulting | Mumbai +38 other locations
McDonald's,3.8,(2.5k),Hospitality | New Delhi +152 other locations
Paras Hospital,4.1,(2.4k),Healthcare | Patna +60 other locations
Syngene International,3.7,(2.4k),Clinical Research | Bengaluru +22 other locations
Patanjali Ayurved,3.9,(2.4k),FMCG | Haridwar +300 other locations
Bureau Veritas,3.8,(2.4k),Other | Mumbai +149 other locations
Aditya Birla Group,4.1,(2.4k),Metals & Mining | Mumbai +275 other locations
RMSI,3.5,(2.4k),IT Services & Consulting | Hyderabad +25 other locations
Newgen Software Technologies,4.1,(2.4k),IT Services & Consulting | Noida +32 other locations
3i Infotech,3.5,(2.4k),IT Services & Consulting | Mumbai +133 other locations
Info Edge,3.8,(2.4k),Internet | Noida +70 other locations
Statestreet HCL Services,3.4,(2.4k),BPO | Chennai +18 other locations
Taj Hotels Resorts and Palaces,4.2,(2.4k),Hospitality | Mumbai +114 other locations
Cholamandalam MS General Insurance,3.7,(2.4k),Insurance | Chennai +395 other locations
Delhi Public School,3.7,(2.4k),Education & Training | New Delhi +277 other locations
Aavas Financiers,3.9,(2.4k),NBFC | Jaipur +299 other locations
Axis Direct,3.6,(2.4k),Financial Services | Mumbai +271 other locations
Capgemini Engineering,3.3,(2.4k),IT Services & Consulting | Bengaluru +28 other locations
Cybage,3.7,(2.4k),IT Services & Consulting | Pune +15 other locations
Straive,3.3,(2.4k),IT Services & Consulting | Chennai +33 other locations
Lodha,4.2,(2.4k),Real Estate | Mumbai +30 other locations
Sopra Steria,3.9,(2.4k),IT Services & Consulting | Noida +19 other locations
Apollo Pharmacy,3.7,(2.4k),Pharma | Hyderabad +291 other locations
KocharTech,3.6,(2.4k),IT Services & Consulting | Kolkata +25 other locations
Kia India,3.9,(2.4k),Automobile | Anantapur +191 other locations
Xoriant,4.0,(2.3k),IT Services & Consulting | Pune +23 other locations
TCE,3.9,(2.3k),Engineering & Construction | Mumbai +133 other locations
GVK Emergency Management and Research Institute,3.6,(2.3k),Non-Profit | Lucknow +216 other locations
Akums Drugs & Pharmaceuticals Limited,4.2,(2.3k),Pharma | Haridwar +41 other locations
SBI Securities,3.6,(2.3k),Financial Services | Mumbai +323 other locations
Sobha,3.8,(2.3k),Real Estate | Bengaluru +39 other locations
Team Computers,3.6,(2.3k),IT Services & Consulting | New Delhi +108 other locations
Star Union Dai-ichi Life Insurance,3.8,(2.3k),Insurance | Mumbai +334 other locations
Isgec Heavy Engineering,3.8,(2.3k),Engineering & Construction | Noida +225 other locations
Bharat Petroleum,4.2,(2.3k),Oil & Gas | Mumbai +265 other locations
Eureka Forbes,3.6,(2.3k),Consumer Electronics & Appliances | Mumbai +186 other locations
Endurance Technologies Limited,3.9,(2.3k),Auto Components | Chhatrapati Sambhajinagar +52 other locations
Lifestyle,4.2,(2.3k),Retail | Bengaluru +130 other locations
BNP Paribas,3.7,(2.3k),Banking | Mumbai +27 other locations
Daikin Airconditioning India Pvt. Ltd.,4.1,(2.3k),Consumer Electronics & Appliances | Neemrana +109 other locations
Panasonic Life Solutions India,3.9,(2.3k),Consumer Electronics & Appliances | Mumbai +170 other locations
Radisson Hotels,4.0,(2.3k),Hospitality | New Delhi +133 other locations
Myntra,3.8,(2.3k),Internet | Bengaluru +103 other locations
Unacademy,2.9,(2.3k),EdTech | Bengaluru +74 other locations
AWL Agri Business,4.1,(2.3k),FMCG | Ahmedabad +206 other locations
Bharti AXA Life Insurance,3.6,(2.3k),Insurance | Mumbai +247 other locations
SBI General Insurance,3.5,(2.3k),Insurance | Mumbai +299 other locations
Cisco,4.1,(2.2k),Hardware & Networking | Bengaluru +48 other locations
Meesho,3.7,(2.2k),Internet | Bengaluru +137 other locations
Renault Nissan Technology & Business Centre India,3.6,(2.2k),Automobile | Chennai +21 other locations
ValueLabs,3.4,(2.2k),IT Services & Consulting | Hyderabad +21 other locations
Sify Technologies,3.6,(2.2k),IT Services & Consulting | Chennai +137 other locations
Coromandel International,4.1,(2.2k),Agro Chemicals | Visakhapatnam +186 other locations
Lava International,3.9,(2.2k),Consumer Electronics & Appliances | Noida +223 other locations
Ambuja Cements,3.8,(2.2k),Building Material | Mumbai +261 other locations
Allstate,3.7,(2.2k),Insurance | Pune +17 other locations
Whirlpool,4.0,(2.2k),Consumer Electronics & Appliances | Pune +174 other locations
Indian Railways,4.2,(2.2k),Railways | Kolkata +251 other locations
GlaxoSmithKline Pharmaceuticals,4.1,(2.2k),Pharma | Bengaluru +216 other locations
Henry Harvin Education,3.9,(2.2k),EdTech | Noida +34 other locations
Shahi Exports,4.0,(2.2k),Fashion & Textile | Bengaluru +72 other locations
Bank of Baroda,3.6,(2.2k),Banking | Mumbai +305 other locations
Generali Central Life Insurance,3.4,(2.2k),Insurance | Mumbai +208 other locations
Mercedes-Benz Research and Development India,3.5,(2.2k),IT Services & Consulting | Bengaluru +53 other locations
Poonawalla Fincorp,3.6,(2.2k),NBFC | Pune +267 other locations
Spark Minda,3.8,(2.2k),Auto Components | Pune +76 other locations
Manipal Hospitals,4.0,(2.2k),Healthcare | Bengaluru +66 other locations
JK Tyre,3.8,(2.2k),Auto Components | Chennai +148 other locations
Jio Platforms,3.3,(2.2k),IT Services & Consulting | Mumbai +105 other locations
FirstCry,3.5,(2.2k),Retail | Pune +215 other locations
Life Insurance Corporation of India,4.4,(2.2k),Insurance | Mumbai +478 other locations
Nokia Networks,4.1,(2.2k),Hardware & Networking | Chennai +86 other locations
NTT DATA Business Solutions,4.1,(2.2k),IT Services & Consulting | Bengaluru +32 other locations
Nuvoco Vistas,4.1,(2.2k),Building Material | Kolkata +204 other locations
Cargill,3.9,(2.2k),Food Processing | Bengaluru +124 other locations
Saint-Gobain,3.8,(2.2k),Building Material | Mumbai +104 other locations
Brakes India,3.9,(2.2k),Auto Components | Chennai +101 other locations
upGrad,3.3,(2.2k),EdTech | Bengaluru +52 other locations
CAMS,3.5,(2.2k),Financial Services | Chennai +109 other locations
Microsoft Corporation,3.8,(2.2k),Software Product | Bengaluru +47 other locations
BHEL,4.2,(2.2k),Electrical Equipment | Bengaluru +139 other locations
Infinite Computer Solutions,3.2,(2.2k),IT Services & Consulting | Bengaluru +36 other locations
Power Mech Projects,3.8,(2.2k),Engineering & Construction | Hyderabad +152 other locations
Kotak Securities,3.4,(2.1k),Financial Services | Mumbai +143 other locations
Force Motors,3.7,(2.1k),Automobile | Pune +107 other locations
CitiusTech,3.1,(2.1k),IT Services & Consulting | Mumbai +17 other locations
Pfizer,3.9,(2.1k),Pharma | Visakhapatnam +133 other locations
"Maruti Suzuki India Limited, Hansalpur",4.2,(2.1k),Automobile | Ahmedabad +110 other locations
EPAM Systems,3.7,(2.1k),IT Services & Consulting | Hyderabad +36 other locations
IndusInd General Insurance,3.6,(2.1k),Insurance | Mumbai +197 other locations
Huawei Technologies,4.1,(2.1k),Telecom | Bengaluru +104 other locations
Biological E,4.2,(2.1k),Pharma | Hyderabad +75 other locations
ITC Hotels,4.1,(2.1k),Hospitality | Bengaluru +95 other locations
Simplex Infrastructures,3.4,(2.1k),Engineering & Construction | Kolkata +138 other locations
Reliance Trends,4.1,(2.1k),Retail | Bengaluru +396 other locations
SGS,3.7,(2.1k),Engineering & Construction | Mumbai +148 other locations
Morgan Stanley,3.6,(2.1k),Financial Services | Mumbai +19 other locations
Raymond Lifestyle Limited,4.2,(2.1k),Fashion & Textile | Mumbai +150 other locations
K12 Techno Services,3.7,(2.1k),EdTech | Bengaluru +43 other locations
Delphi TVS,3.8,(2.1k),Auto Components | Chennai +61 other locations
Provana,4.1,(2.1k),BPO | Noida +12 other locations
Ola Cabs,3.2,(2.1k),Internet | Bengaluru +112 other locations
Aditya Birla Health Insurance Co,3.7,(2.1k),Insurance | Mumbai +257 other locations
Renault-Nissan,4.1,(2.1k),Automobile | Chennai +85 other locations
Extramarks Education,3.2,(2k),EdTech | Noida +112 other locations
YASH Technologies,3.6,(2k),IT Services & Consulting | Hyderabad +32 other locations
Narayana Health,4.0,(2k),Healthcare | Bengaluru +66 other locations
Shadowfax Technologies,3.5,(2k),Logistics | Bengaluru +252 other locations
Trent,3.8,(2k),Retail | Mumbai +150 other locations
IDBI Bank,3.3,(2k),Banking | Mumbai +343 other locations
Haier Appliances India,3.9,(2k),Consumer Electronics & Appliances | Pune +165 other locations
Novartis,4.2,(2k),Pharma | Hyderabad +75 other locations
Senco Gold,4.4,(2k),Jewellery | Kolkata +83 other locations
AECOM,4.2,(2k),Engineering & Construction | Gurugram +125 other locations
Honeywell Automation,3.8,(2k),Industrial Automation | Pune +78 other locations
HSBC Electronic Data Processing,4.0,(2k),IT Services & Consulting | Bengaluru +19 other locations
R.R. Donnelley,3.6,(2k),Marketing & Advertising | Chennai +27 other locations
SAP,4.1,(2k),Software Product | Bengaluru +53 other locations
Motherson Automotive Technologies and Engineering,3.7,(2k),Auto Components | Chennai +68 other locations
Schindler,3.9,(2k),Industrial Machinery | Pune +90 other locations
L&T Energy Hydrocarbon,3.8,(2k),Engineering & Construction | Vadodara +90 other locations
Paisabazaar.com,3.4,(2k),Internet | Gurugram +35 other locations
Ninjacart,3.8,(2k),Internet | Bengaluru +114 other locations
Globiva,3.0,(2k),BPO | Gurugram +31 other locations
NCR Voyix,3.4,(2k),IT Services & Consulting | Hyderabad +89 other locations
CMS Infosystems,3.5,(2k),Software Product | Mumbai +224 other locations
V-Guard,4.3,(2k),Consumer Electronics & Appliances | Kochi +171 other locations
Aye Finance,4.1,(2k),NBFC | Gurugram +383 other locations
State Street Syntel,3.7,(2k),Financial Services | Pune +21 other locations
Uflex,3.8,(2k),Packaging | Noida +48 other locations
Crisil,3.5,(2k),Analytics & KPO | Mumbai +81 other locations
Spinny,3.6,(2k),Internet | Gurugram +62 other locations
TELUS Digital,3.5,(2k),IT Services & Consulting | Noida +28 other locations
CNH (Case New Holland),3.7,(2k),Industrial Machinery | Gurugram +142 other locations
Dr Lal PathLabs,4.2,(2k),Healthcare | New Delhi +201 other locations
Adecco Group,3.8,(2k),Recruitment | Bengaluru +188 other locations
Microland,3.5,(2k),IT Services & Consulting | Bengaluru +46 other locations
Aadhar Housing Finance,4.0,(2k),NBFC | Mumbai +333 other locations
Philips,3.8,(2k),Medical Equipment | Bengaluru +97 other locations
Parle Products,3.9,(2k),FMCG | Mumbai +251 other locations
Gabriel India Limited,4.0,(2k),Auto Components | Pune +52 other locations
G R Infraprojects,4.1,(1.9k),Engineering & Construction | Gurugram +161 other locations
HTC Global Services,3.3,(1.9k),IT Services & Consulting | Chennai +32 other locations
Godrej Properties,3.6,(1.9k),Real Estate | Mumbai +35 other locations
Tata Power,3.9,(1.9k),Power | Mumbai +155 other locations
Angel One,3.5,(1.9k),FinTech | Mumbai +133 other locations
DHL Supply Chain,4.2,(1.9k),Logistics | Mumbai +101 other locations
Trident Group,3.3,(1.9k),Hospitality | Barnala +59 other locations
ICICI Home Finance,3.7,(1.9k),Financial Services | Mumbai +221 other locations
CSB Bank,3.2,(1.9k),Banking | Mumbai +239 other locations
Verizon,3.5,(1.9k),Telecom | Hyderabad +12 other locations
NTPC,4.2,(1.9k),Power | New Delhi +127 other locations
Thomson Reuters,3.7,(1.9k),Software Product | Bengaluru +27 other locations
Iris Software,3.7,(1.9k),IT Services & Consulting | Noida +23 other locations
NeoSOFT,3.3,(1.9k),IT Services & Consulting | Mumbai +26 other locations
Infinx,3.7,(1.9k),Software Product | Hyderabad +37 other locations
Lucas-TVS,3.9,(1.9k),Auto Components | Chennai +79 other locations
PI Industries,3.8,(1.9k),Agro Chemicals | Vadodara +109 other locations
Google,4.4,(1.9k),Software Product | Bengaluru +86 other locations
Safexpress,3.9,(1.9k),Logistics | New Delhi +159 other locations
Rungta Mines,3.9,(1.9k),Metals & Mining | Chaibasa +59 other locations
Torrent Power,3.7,(1.9k),Power | Ahmedabad +62 other locations
Polycab Wires,4.0,(1.9k),Electrical Equipment | Vadodara +168 other locations
Jindal Saw,4.0,(1.9k),Iron & Steel | Mundra +78 other locations
Hindustan Aeronautics,4.3,(1.9k),Defence & Aerospace | Bengaluru +64 other locations
Tekwissen,4.9,(1.9k),IT Services & Consulting | Visakhapatnam +5 other locations
Capri Global Capital,3.6,(1.9k),NBFC | New Delhi +348 other locations
Medi Assist India,3.5,(1.9k),Insurance | Bengaluru +67 other locations
Tata Tele Business Services,3.5,(1.9k),Telecom | Mumbai +136 other locations
TVS Sundram Fasteners,3.6,(1.9k),Auto Components | Chennai +64 other locations
Orchids International School,4.0,(1.9k),Education & Training | Bengaluru +35 other locations
Fusion CX,3.2,(1.9k),BPO | Kolkata +59 other locations
Aragen Life Sciences,3.9,(1.9k),Clinical Research | Hyderabad +29 other locations
Infra.Market,3.9,(1.9k),Building Material | Mumbai +134 other locations
AXA Global Business Services,3.7,(1.9k),IT Services & Consulting | Pune +12 other locations
KENT RO Systems,3.7,(1.9k),Consumer Electronics & Appliances | Noida +153 other locations
First American (India),3.5,(1.9k),Insurance | Bengaluru +22 other locations
Digit Insurance,3.6,(1.9k),Insurance | Bengaluru +93 other locations
AkzoNobel,4.1,(1.8k),Chemicals | Pune +160 other locations
Haldiram Foods International Limited,3.8,(1.8k),FMCG | Nagpur +171 other locations
Honda Cars,4.3,(1.8k),Automobile | Bhiwadi +113 other locations
Hindustan Petroleum,4.2,(1.8k),Oil & Gas | Mumbai +260 other locations
DIVI'S Laboratories,3.6,(1.8k),Pharma | Visakhapatnam +38 other locations
Adani Green Energy,3.9,(1.8k),Power | Ahmedabad +117 other locations
Sterling & Wilson,4.1,(1.8k),Engineering & Construction | Mumbai +132 other locations
Innovsource Services,3.9,(1.8k),Recruitment | Mumbai +253 other locations
MetLife,4.0,(1.8k),Insurance | Noida +44 other locations
Cafe Coffee Day,3.7,(1.8k),Hospitality | Bengaluru +105 other locations
Air India,3.4,(1.8k),Aviation | New Delhi +67 other locations
Pine Labs,3.2,(1.8k),FinTech | Noida +122 other locations
USV,4.0,(1.8k),Pharma | Mumbai +108 other locations
SS&C TECHNOLOGIES,3.2,(1.8k),IT Services & Consulting | Mumbai +30 other locations
LivSpace,3.3,(1.8k),Architecture & Interior Design | Bengaluru +53 other locations
USHA International,4.0,(1.8k),Consumer Electronics & Appliances | Gurugram +150 other locations
Reckitt Benckiser,3.9,(1.8k),FMCG | Gurugram +138 other locations
XBP Global,3.2,(1.8k),Internet | Chennai +23 other locations
Stellar Migration,1.3,(1.8k),Other | Dubai +7 other locations
Annapurna Finance,3.8,(1.8k),NBFC | Bhubaneswar +408 other locations
HDFC Securities,3.4,(1.8k),Financial Services | Mumbai +188 other locations
Tata Communications Transformation Services,3.8,(1.8k),Telecom | Pune +95 other locations
Kalyan Jewellers,4.4,(1.8k),Jewellery | Thrissur +159 other locations
Security and Intelligence Services (India),4.1,(1.8k),Law Enforcement & Security | New Delhi +196 other locations
BT Business,3.9,(1.8k),Telecom | Gurugram +13 other locations
Granules India Limited,3.8,(1.8k),Pharma | Hyderabad +23 other locations
Hitachi Astemo,4.1,(1.7k),Auto Components | Neemrana +54 other locations
BVG India,4.2,(1.7k),Facility Management Services | Pune +139 other locations
Bata,3.5,(1.7k),Fashion & Textile | Gurugram +151 other locations
Cushman & Wakefield,4.1,(1.7k),Real Estate | Gurugram +44 other locations
Vedantu,3.2,(1.7k),EdTech | Bengaluru +74 other locations
TTEC India,3.7,(1.7k),BPO | Ahmedabad +35 other locations
Orange Business,4.0,(1.7k),IT Services & Consulting | Gurugram +52 other locations
Mother Dairy Fruit & Vegetable,4.0,(1.7k),Hospitality | New Delhi +131 other locations
IIFL SAMASTA,3.7,(1.7k),NBFC | Bengaluru +420 other locations
NielsenIQ,3.4,(1.7k),Analytics & KPO | Chennai +56 other locations
